52,69,52,282,259,282,259,69
367,121,367,233,470,233,470,121
577,60,577,274,793,274,793,60
942,154,942,200,996,200,996,154
1131,100,1131,310,1377,310,1377,100
1473,139,1473,240,1585,240,1585,139
44,402,44,586,260,586,260,402
317,341,317,539,527,539,527,341
677,430,677,474,721,474,721,430
867,409,867,527,1026,527,1026,409
1116,368,1116,574,1327,574,1327,368
1459,475,1459,514,1506,514,1506,475
77,639,77,758,220,758,220,639
325,667,325,801,460,801,460,667
538,669,538,828,742,828,742,669
911,700,911,732,954,732,954,700
1160,688,1160,828,1315,828,1315,688
1361,614,1361,852,1586,852,1586,614
144,962,144,1003,188,1003,188,962
294,848,294,1123,524,1123,524,848
613,939,613,1067,747,1067,747,939
857,926,857,1079,998,1079,998,926
1074,880,1074,1088,1319,1088,1319,880
1408,940,1408,1073,1515,1073,1515,940
