81,99,81,217,200,217,200,99
356,132,356,198,429,198,429,132
628,100,628,205,752,205,752,100
954,157,954,192,990,192,990,157
1193,131,1193,256,1320,256,1320,131
1487,158,1487,238,1543,238,1543,158
87,415,87,511,188,511,188,415
347,392,347,524,478,524,478,392
682,436,682,467,715,467,715,436
927,445,927,513,999,513,999,445
1169,417,1169,539,1273,539,1273,417
1464,479,1464,508,1500,508,1500,479
117,656,117,742,183,742,183,656
351,687,351,767,423,767,423,687
606,688,606,795,696,795,696,688
921,706,921,733,949,733,949,706
1185,721,1185,785,1267,785,1267,721
1416,683,1416,782,1527,782,1527,683
156,969,156,998,184,998,184,969
376,906,376,1027,478,1027,478,906
621,967,621,1028,710,1028,710,967
886,963,886,1028,976,1028,976,963
1136,939,1136,1037,1250,1037,1250,939
1426,970,1426,1036,1498,1036,1498,970
