98,117,98,193,200,193,200,117
372,144,372,189,416,189,416,144
642,109,642,192,716,192,716,109
958,160,958,190,988,190,988,160
1218,144,1218,232,1283,232,1283,144
1493,189,1493,237,1548,237,1548,189
103,410,103,485,167,485,167,410
372,414,372,487,469,487,469,414
685,437,685,465,713,465,713,437
921,453,921,493,985,493,985,453
1176,437,1176,505,1268,505,1268,437
1469,479,1469,507,1498,507,1498,479
131,669,131,724,180,724,180,669
376,693,376,753,418,753,418,693
628,705,628,784,680,784,680,705
920,709,920,737,944,737,944,709
1199,735,1199,777,1255,777,1255,735
1448,685,1448,760,1513,760,1513,685
146,964,146,990,177,990,177,964
382,920,382,990,451,990,451,920
634,963,634,1013,691,1013,691,963
897,967,897,1023,954,1023,954,967
1143,952,1143,1019,1224,1019,1224,952
1425,985,1425,1030,1483,1030,1483,985
