44,81,44,255,219,255,219,81
384,130,384,223,466,223,466,130
618,81,618,228,751,228,751,81
950,156,950,195,989,195,989,156
1156,122,1156,303,1333,303,1333,122
1486,148,1486,231,1569,231,1569,148
93,405,93,518,257,518,257,405
328,346,328,538,480,538,480,346
680,437,680,471,715,471,715,437
917,425,917,525,1006,525,1006,425
1142,387,1142,560,1320,560,1320,387
1460,478,1460,512,1498,512,1498,478
96,645,96,738,191,738,191,645
334,691,334,771,455,771,455,691
588,674,588,796,728,796,728,674
915,698,915,730,948,730,948,698
1171,685,1171,793,1269,793,1269,685
1388,654,1388,797,1557,797,1557,654
144,965,144,994,183,994,183,965
335,874,335,1034,487,1034,487,874
621,956,621,1053,732,1053,732,956
875,956,875,1049,980,1049,980,956
1137,886,1137,1055,1275,1055,1275,886
1423,959,1423,1053,1506,1053,1506,959
