91,115,91,201,201,201,201,115
366,142,366,195,421,195,421,142
634,100,634,205,732,205,732,100
959,159,959,191,989,191,989,159
1209,136,1209,233,1295,233,1295,136
1487,187,1487,239,1553,239,1553,187
117,423,117,503,193,503,193,423
359,404,359,494,470,494,470,404
684,437,684,466,714,466,714,437
920,450,920,500,992,500,992,450
1175,424,1175,522,1271,522,1271,424
1466,480,1466,507,1499,507,1499,480
129,664,129,733,183,733,183,664
371,688,371,756,420,756,420,688
626,693,626,790,684,790,684,693
920,709,920,736,947,736,947,709
1190,732,1190,782,1259,782,1259,732
1442,684,1442,774,1515,774,1515,684
144,964,144,990,179,990,179,964
357,920,357,1000,450,1000,450,920
629,962,629,1016,696,1016,696,962
894,966,894,1028,962,1028,962,966
1146,949,1146,1023,1238,1023,1238,949
1424,984,1424,1031,1488,1031,1488,984
