49,66,49,285,258,285,258,66
353,100,353,212,480,212,480,100
566,49,566,277,808,277,808,49
935,158,935,205,990,205,990,158
1117,87,1117,313,1384,313,1384,87
1462,136,1462,244,1588,244,1588,136
38,389,38,590,263,590,263,389
314,334,314,551,525,551,525,334
672,427,672,477,719,477,719,427
859,393,859,534,1030,534,1030,393
1110,358,1110,579,1327,579,1327,358
1454,475,1454,515,1504,515,1504,475
73,630,73,759,238,759,238,630
322,665,322,810,458,810,458,665
541,651,541,837,743,837,743,651
908,706,908,735,954,735,954,706
1152,683,1152,829,1318,829,1318,683
1344,614,1344,871,1585,871,1585,614
140,965,140,1008,185,1008,185,965
291,832,291,1129,552,1129,552,832
607,919,607,1073,753,1073,753,919
843,926,843,1076,1012,1076,1012,926
1061,876,1061,1093,1311,1093,1311,876
1398,929,1398,1082,1519,1082,1519,929
