67,89,67,237,202,237,202,89
352,133,352,200,427,200,427,133
609,83,609,230,757,230,757,83
953,156,953,193,990,193,990,156
1173,124,1173,283,1322,283,1322,124
1486,161,1486,233,1553,233,1553,161
87,417,87,516,209,516,209,417
333,369,333,531,475,531,475,369
682,435,682,468,716,468,716,435
921,430,921,519,1000,519,1000,430
1159,397,1159,544,1296,544,1296,397
1462,478,1462,510,1499,510,1499,478
111,652,111,733,183,733,183,652
346,687,346,771,432,771,432,687
594,677,594,795,706,795,706,677
916,705,916,733,949,733,949,705
1181,713,1181,793,1269,793,1269,713
1404,658,1404,788,1541,788,1541,658
150,968,150,997,181,997,181,968
341,881,341,1024,478,1024,478,881
634,969,634,1037,718,1037,718,969
885,961,885,1030,982,1030,982,961
1142,900,1142,1044,1267,1044,1267,900
1426,967,1426,1038,1503,1038,1503,967
