74,94,74,228,203,228,203,94
352,133,352,200,433,200,433,133
618,93,618,224,755,224,755,93
953,156,953,192,990,192,990,156
1184,127,1184,261,1321,261,1321,127
1487,160,1487,236,1555,236,1555,160
94,418,94,516,193,516,193,418
337,367,337,525,477,525,477,367
682,436,682,467,715,467,715,436
921,428,921,520,998,520,998,428
1168,399,1168,534,1295,534,1295,399
1468,479,1468,509,1500,509,1500,479
112,654,112,742,183,742,183,654
348,684,348,769,437,769,437,684
601,681,601,795,703,795,703,681
916,706,916,733,949,733,949,706
1182,711,1182,790,1268,790,1268,711
1413,680,1413,782,1536,782,1536,680
150,969,150,997,184,997,184,969
349,894,349,1025,478,1025,478,894
631,967,631,1031,715,1031,715,967
880,962,880,1030,980,1030,980,962
1136,923,1136,1042,1259,1042,1259,923
1423,966,1423,1039,1503,1039,1503,966
