37,41,37,281,244,281,244,41
318,91,318,220,470,220,470,91
563,32,563,277,814,277,814,32
936,151,936,202,996,202,996,151
1123,11,1123,308,1397,308,1397,11
1442,132,1442,264,1584,264,1584,132
38,328,38,586,270,586,270,328
315,326,315,545,527,545,527,326
669,416,669,477,727,477,727,416
857,375,857,542,1036,542,1036,375
1077,331,1077,611,1335,611,1335,331
1453,469,1453,517,1507,517,1507,469
73,617,73,757,232,757,232,617
316,649,316,806,472,806,472,649
548,628,548,840,771,840,771,628
907,690,907,734,956,734,956,690
1119,653,1119,828,1324,828,1324,653
1313,604,1313,882,1598,882,1598,604
135,951,135,999,187,999,187,951
270,817,270,1125,559,1125,559,817
567,873,567,1058,757,1058,757,873
832,905,832,1076,1019,1076,1019,905
1041,873,1041,1148,1309,1148,1309,873
1369,925,1369,1090,1536,1090,1536,925
