99,115,99,194,198,194,198,115
372,144,372,189,416,189,416,144
638,106,638,188,718,188,718,106
958,161,958,191,988,191,988,161
1214,143,1214,234,1284,234,1284,143
1494,189,1494,238,1548,238,1548,189
107,412,107,490,167,490,167,412
368,415,368,489,468,489,468,415
685,438,685,466,713,466,713,438
926,453,926,497,982,497,982,453
1176,436,1176,509,1273,509,1273,436
1467,480,1467,508,1497,508,1497,480
132,669,132,720,181,720,181,669
376,696,376,751,418,751,418,696
628,703,628,785,680,785,680,703
920,709,920,736,944,736,944,709
1203,734,1203,777,1254,777,1254,734
1445,684,1445,760,1513,760,1513,684
154,964,154,990,178,990,178,964
374,919,374,992,451,992,451,919
636,963,636,1012,689,1012,689,963
898,969,898,1020,956,1020,956,969
1148,949,1148,1010,1228,1010,1228,949
1428,984,1428,1030,1484,1030,1484,984
