44,80,44,268,236,268,236,80
386,129,386,222,467,222,467,129
618,76,618,249,754,249,754,76
950,156,950,196,991,196,991,156
1156,121,1156,304,1339,304,1339,121
1486,148,1486,229,1569,229,1569,148
75,404,75,538,257,538,257,404
326,343,326,538,495,538,495,343
681,436,681,471,716,471,716,436
912,424,912,526,1008,526,1008,424
1127,383,1127,561,1320,561,1320,383
1460,478,1460,512,1499,512,1499,478
97,646,97,730,188,730,188,646
335,690,335,777,455,777,455,690
566,674,566,804,731,804,731,674
914,697,914,730,948,730,948,697
1171,682,1171,793,1274,793,1274,682
1382,650,1382,800,1562,800,1562,650
144,965,144,994,184,994,184,965
322,871,322,1042,487,1042,487,871
625,966,625,1053,730,1053,730,966
871,957,871,1055,978,1055,978,957
1129,883,1129,1057,1294,1057,1294,883
1426,959,1426,1051,1506,1051,1506,959
