50,71,50,270,251,270,251,71
369,127,369,227,469,227,469,127
593,78,593,267,776,267,776,78
947,156,947,196,993,196,993,156
1149,121,1149,301,1349,301,1349,121
1480,141,1480,250,1580,250,1580,141
70,398,70,555,258,555,258,398
325,345,325,539,517,539,517,345
677,432,677,471,718,471,718,432
879,422,879,525,1025,525,1025,422
1118,373,1118,562,1337,562,1337,373
1460,477,1460,513,1502,513,1502,477
82,639,82,752,216,752,216,639
325,668,325,794,457,794,457,668
545,673,545,804,743,804,743,673
913,697,913,731,949,731,949,697
1171,685,1171,821,1298,821,1298,685
1382,634,1382,803,1590,803,1590,634
143,965,143,1002,186,1002,186,965
307,870,307,1077,487,1077,487,870
609,936,609,1068,742,1068,742,936
859,932,859,1070,989,1070,989,932
1114,882,1114,1061,1322,1061,1322,882
1406,946,1406,1057,1509,1057,1509,946
