51,70,51,280,256,280,256,70
359,122,359,233,469,233,469,122
584,66,584,272,790,272,790,66
944,155,944,198,995,198,995,155
1139,103,1139,301,1376,301,1376,103
1463,137,1463,248,1586,248,1586,137
46,406,46,583,250,583,250,406
319,342,319,539,523,539,523,342
676,432,676,474,720,474,720,432
871,415,871,525,1030,525,1030,415
1119,384,1119,569,1327,569,1327,384
1460,475,1460,514,1505,514,1505,475
78,637,78,761,228,761,228,637
324,666,324,794,459,794,459,666
539,673,539,817,744,817,744,673
913,703,913,732,949,732,949,703
1169,687,1169,828,1311,828,1311,687
1377,619,1377,833,1595,833,1595,619
144,963,144,1002,187,1002,187,963
298,857,298,1112,502,1112,502,857
608,921,608,1071,749,1071,749,921
857,928,857,1077,995,1077,995,928
1100,881,1100,1074,1324,1074,1324,881
1402,937,1402,1071,1512,1071,1512,937
