77,97,77,230,203,230,203,97
358,132,358,197,426,197,426,132
620,98,620,205,754,205,754,98
953,157,953,193,990,193,990,157
1182,130,1182,270,1316,270,1316,130
1486,161,1486,235,1546,235,1546,161
95,420,95,517,206,517,206,420
343,387,343,527,479,527,479,387
682,436,682,467,716,467,716,436
925,440,925,513,998,513,998,440
1168,411,1168,542,1279,542,1279,411
1462,480,1462,509,1499,509,1499,480
117,656,117,735,182,735,182,656
349,687,349,764,425,764,425,687
601,683,601,795,699,795,699,683
917,706,917,733,949,733,949,706
1188,722,1188,790,1267,790,1267,722
1410,667,1410,779,1536,779,1536,667
157,969,157,998,185,998,185,969
357,895,357,1025,478,1025,478,895
641,971,641,1031,713,1031,713,971
891,962,891,1028,976,1028,976,962
1136,922,1136,1038,1261,1038,1261,922
1429,972,1429,1034,1501,1034,1501,972
