104,129,104,192,190,192,190,129
387,158,387,203,430,203,430,158
659,113,659,199,716,199,716,113
961,163,961,189,987,189,987,163
1225,137,1225,217,1281,217,1281,137
1496,189,1496,235,1539,235,1539,189
105,414,105,478,165,478,165,414
381,416,381,483,461,483,461,416
686,437,686,466,713,466,713,437
934,454,934,494,983,494,983,454
1196,442,1196,496,1271,496,1271,442
1471,480,1471,508,1495,508,1495,480
135,680,135,734,184,734,184,680
377,699,377,746,417,746,417,699
628,694,628,761,679,761,679,694
923,710,923,737,942,737,942,710
1204,738,1204,776,1251,776,1251,738
1446,709,1446,783,1501,783,1501,709
150,964,150,991,174,991,174,964
355,947,355,999,435,999,435,947
644,963,644,1010,691,1010,691,963
899,969,899,1018,948,1018,948,969
1155,983,1155,1028,1230,1028,1230,983
1428,987,1428,1029,1475,1029,1475,987
