1,135,132,99,148,114,182,150,166
2,147,168,129,179,151,214,169,203
3,131,84,117,98,149,130,163,116
4,172,121,157,159,248,196,263,158
5,177,164,164,195,207,214,220,183
6,156,82,142,136,170,144,184,90
7,154,143,139,166,167,184,182,161
8,83,32,46,66,123,151,160,117
9,90,98,7,151,35,196,119,143
10,167,26,130,44,155,94,192,76
11,144,128,132,141,146,155,159,143
12,209,123,203,136,234,150,240,137
13,257,6,126,91,159,142,290,58
14,79,103,73,118,135,140,140,125
15,141,153,141,286,190,286,190,153
16,80,179,80,244,123,244,123,179
