1,278,296,229,317,257,382,306,362
2,324,237,263,276,370,442,431,403
3,192,38,131,70,207,212,267,180
4,15,171,6,235,227,266,236,203
5,286,248,264,270,299,305,321,283
6,310,124,228,162,255,221,337,183
7,211,184,190,205,226,240,246,219
8,223,216,101,247,113,295,235,265
9,373,43,265,217,326,255,434,81
10,232,211,229,251,286,256,289,216
11,442,149,278,171,287,241,451,219
12,227,271,136,415,193,450,283,306
13,252,4,184,22,236,216,304,197
14,172,223,106,375,169,403,235,251
15,114,114,87,168,190,219,217,165
16,228,251,228,311,268,311,268,251
17,413,220,269,236,276,301,420,285
