1,138,171,112,203,137,223,163,191
2,265,191,207,223,284,365,342,334
3,148,218,148,324,198,324,198,218
4,160,105,128,129,170,186,202,163
5,271,139,242,197,311,231,340,173
6,305,86,191,145,215,192,329,133
7,146,193,25,253,53,310,174,249
8,186,93,186,158,225,158,225,93
9,180,136,7,156,13,211,187,192
10,142,-1,91,42,187,159,239,117
11,211,181,198,211,238,229,251,199
12,64,101,64,153,144,153,144,101
13,182,215,162,251,169,255,189,219
14,257,182,234,196,252,228,276,214
15,193,194,178,210,190,222,205,206
16,199,153,177,164,192,194,214,183
17,184,186,184,199,198,199,198,186
18,161,183,150,209,178,220,188,195
