1,277,154,277,203,312,203,312,154
2,243,35,197,154,253,176,299,56
3,284,154,221,171,233,213,295,197
4,132,-3,71,27,144,175,206,144
5,165,131,130,162,174,213,210,182
6,38,133,9,195,128,251,157,189
7,208,179,193,193,217,220,233,206
8,195,198,159,239,192,268,228,227
9,256,183,256,255,419,255,419,183
10,201,258,134,274,165,407,232,391
11,262,200,223,241,320,333,359,291
12,187,58,148,89,210,165,249,134
13,183,212,97,242,115,294,201,265
14,260,214,198,226,220,343,281,332
15,169,148,-3,251,37,317,208,214
16,224,188,206,206,232,232,250,214
17,191,244,185,290,211,294,217,248
18,206,158,199,187,226,193,233,164
19,322,37,246,164,308,201,383,73
