1,208,185,200,282,253,287,261,189
2,268,161,216,209,317,318,369,271
3,223,9,170,13,178,133,231,129
4,14,99,8,164,184,182,190,117
5,330,64,228,129,255,170,356,106
6,174,174,137,278,188,296,225,192
7,185,93,150,115,183,168,218,146
8,257,164,257,201,296,201,296,164
9,212,172,195,173,196,186,213,185
10,283,9,182,115,227,157,328,52
11,181,178,77,238,101,279,204,219
12,154,124,125,144,151,181,180,160
13,212,137,200,153,216,165,228,149
14,164,38,112,68,144,123,196,94
15,168,162,168,188,197,188,197,162
16,199,153,191,169,210,178,218,163
17,260,154,210,160,215,201,265,194
18,232,88,212,105,243,140,262,122
