1,146,178,102,278,137,293,180,193
2,300,57,201,112,228,162,328,106
3,183,155,167,161,172,173,187,167
4,231,179,174,181,180,334,238,331
5,172,160,146,170,154,191,180,181
6,123,67,94,104,169,161,198,124
7,211,168,188,197,228,228,251,199
8,168,181,141,229,166,243,193,195
9,235,159,196,183,242,257,281,233
10,204,106,183,160,210,170,231,116
11,216,2,162,152,215,171,270,22
12,186,165,171,175,185,196,200,186
13,129,163,46,260,84,293,168,197
14,158,49,123,68,173,161,208,142
15,142,157,110,169,118,190,149,177
16,220,142,181,156,190,180,229,166
17,13,94,9,153,168,164,172,106
