1,203,194,166,244,200,270,238,220
2,280,176,280,248,437,248,437,176
3,252,28,210,151,270,171,312,48
4,338,42,267,162,330,199,401,80
5,182,129,131,152,159,215,210,192
6,32,132,12,193,142,235,162,173
7,203,192,203,210,221,210,221,192
8,222,194,222,232,257,232,257,194
9,305,158,288,206,309,213,326,165
10,216,260,147,264,155,415,224,411
11,260,216,232,267,350,333,378,282
12,223,67,179,79,203,166,248,153
13,219,153,206,191,234,201,247,163
14,265,218,199,230,223,361,289,349
15,173,161,-1,244,33,315,206,232
16,297,146,231,182,255,226,321,189
17,219,241,193,283,210,293,236,251
18,158,218,108,268,142,302,192,252
19,127,-4,73,38,176,169,229,127
