1,86,111,62,165,187,218,210,164
2,16,161,5,219,163,251,174,192
3,198,79,145,89,170,215,223,205
4,283,218,228,261,338,398,392,354
5,314,216,229,232,238,279,323,262
6,263,123,226,167,265,200,302,155
7,239,266,193,284,226,370,272,352
8,234,166,197,207,221,228,257,187
9,146,224,146,263,201,263,201,224
10,142,236,109,251,122,280,155,265
11,197,267,148,385,203,408,252,290
12,110,262,110,368,182,368,182,262
13,246,270,246,294,273,294,273,270
14,172,8,157,218,223,223,238,13
15,203,222,202,241,235,243,237,225
16,316,40,225,222,285,252,376,70
17,374,118,234,231,277,284,417,172
18,198,241,198,278,230,278,230,241
19,199,205,183,215,196,237,212,228
