1,133,57,92,90,164,178,204,145
2,171,158,171,181,188,181,188,158
3,161,192,130,257,159,271,191,206
4,236,159,201,196,283,274,319,237
5,232,197,172,198,176,349,236,347
6,224,188,199,215,224,238,249,211
7,127,181,97,290,137,301,167,192
8,201,117,186,166,212,174,227,125
9,228,147,180,169,191,195,240,173
10,115,175,115,196,138,196,138,175
11,114,171,25,279,68,314,157,206
12,186,185,176,205,199,216,209,197
13,161,162,132,183,148,206,177,185
14,161,60,133,70,171,167,198,156
15,169,182,169,199,186,199,186,182
16,14,98,8,159,171,175,177,114
17,225,-0,148,138,199,166,275,28
18,290,60,206,134,245,178,329,103
