1,275,185,225,203,272,335,322,317
2,207,141,200,161,229,171,236,151
3,197,157,184,181,205,192,218,168
4,155,107,2,164,23,221,176,164
5,96,49,66,87,135,143,166,105
6,332,66,221,139,253,187,364,113
7,168,128,168,163,198,163,198,128
8,128,-2,87,48,174,118,214,68
9,251,62,195,130,230,158,286,90
10,231,160,204,178,224,210,252,193
11,166,90,150,115,184,138,201,113
12,176,179,149,262,191,275,217,192
13,290,49,289,93,368,96,370,52
14,98,152,91,200,171,212,178,163
15,114,174,86,314,154,327,182,187
16,173,160,173,186,193,186,193,160
17,339,173,246,183,251,230,344,220
