1,248,216,241,268,358,283,365,231
2,99,107,78,163,197,207,218,151
3,211,267,133,400,187,432,266,299
4,278,248,250,253,253,269,281,264
5,294,122,252,149,280,194,322,167
6,209,192,193,209,214,230,231,214
7,184,6,159,199,229,208,254,15
8,208,211,124,240,138,280,222,250
9,215,215,215,240,259,240,259,215
10,418,135,248,164,259,230,430,201
11,180,161,7,184,16,248,188,225
12,213,240,211,285,249,287,251,241
13,341,47,246,214,308,249,402,82
14,304,224,249,264,356,417,412,378
15,199,60,142,79,185,208,242,189
16,231,284,218,351,275,362,288,295
17,282,261,260,267,268,294,289,288
18,267,139,208,197,236,225,295,167
19,137,245,103,375,171,393,206,263
