1,189,199,161,270,208,289,236,218
2,255,189,255,262,452,262,452,189
3,171,223,114,258,139,298,196,263
4,133,-2,77,32,186,209,242,174
5,282,225,252,276,356,337,385,286
6,26,145,24,212,209,218,212,152
7,228,232,203,288,225,297,250,242
8,243,190,217,212,256,256,281,234
9,222,268,152,278,172,422,242,412
10,129,124,108,176,205,215,225,163
11,234,69,187,81,207,161,254,150
12,222,148,215,193,249,199,256,154
13,275,221,207,234,236,383,304,369
14,189,155,-1,243,34,317,223,230
15,262,144,248,202,322,220,336,162
16,211,190,211,212,234,212,234,190
17,253,14,223,149,287,163,317,28
18,348,48,287,156,352,193,413,85
