1,301,19,183,137,230,184,348,66
2,146,122,70,146,84,190,160,166
3,111,-2,72,43,162,119,200,74
4,180,141,164,143,166,160,182,158
5,283,75,181,126,204,171,306,120
6,147,157,131,227,167,235,183,166
7,118,98,-1,180,32,226,150,144
8,193,137,174,154,196,181,216,164
9,231,51,153,106,178,142,256,86
10,94,156,75,297,138,306,158,165
11,172,137,172,147,189,147,189,137
12,209,163,207,207,309,213,312,168
13,139,78,125,98,152,118,166,98
14,226,150,181,181,265,303,310,271
15,79,43,49,78,127,143,156,108
16,154,109,135,138,162,156,181,127
17,164,145,147,149,152,166,168,162
