1,21,76,5,124,159,175,175,128
2,225,168,212,193,226,200,239,176
3,177,165,177,249,219,249,219,165
4,280,19,176,115,213,155,317,60
5,194,67,186,149,214,152,223,70
6,163,129,149,144,175,170,190,156
7,127,145,127,159,144,159,144,145
8,182,140,182,167,223,167,223,140
9,179,164,118,183,169,342,230,323
10,190,144,169,190,288,243,308,197
11,119,-0,74,48,171,139,216,91
12,196,46,160,49,167,152,204,149
13,60,136,57,172,124,179,128,143
14,129,147,115,185,162,202,175,164
15,323,104,220,107,222,158,325,155
