1,132,182,104,282,142,293,171,193
2,226,-1,151,140,202,167,277,26
3,163,50,131,64,175,162,206,148
4,173,183,141,240,167,255,200,198
5,184,169,172,180,180,188,192,177
6,149,163,149,192,181,192,181,163
7,178,158,178,172,189,172,189,158
8,209,108,185,161,209,172,234,119
9,188,172,176,187,194,202,207,187
10,312,62,213,87,228,146,327,121
11,229,163,196,199,271,266,303,229
12,13,93,9,152,171,163,175,104
13,234,143,185,157,193,182,241,168
14,127,165,44,267,85,301,169,198
15,237,185,179,187,183,337,241,335
16,130,55,96,91,175,166,209,131
17,141,159,112,172,121,192,150,179
