1,124,203,124,261,170,261,170,203
2,161,-0,121,117,175,136,216,19
3,156,190,143,198,148,207,161,198
4,292,136,218,139,220,185,294,182
5,147,171,36,245,61,284,173,210
6,230,167,205,169,208,205,233,203
7,282,47,173,170,220,212,329,89
8,229,107,191,117,202,160,240,151
9,179,159,164,189,205,210,220,179
10,170,190,156,279,224,289,238,200
11,41,51,-6,94,81,187,128,143
12,113,140,98,170,140,192,156,161
13,112,80,80,100,129,178,161,159
14,142,54,105,77,156,159,193,136
15,177,129,157,161,180,176,200,143
16,138,160,30,217,45,245,153,188
17,109,151,86,158,96,191,119,184
18,157,158,143,181,162,192,176,169
