1,145,109,123,135,196,198,219,171
2,208,123,191,188,231,199,248,134
3,171,201,171,219,196,219,196,201
4,193,191,193,216,219,216,219,191
5,160,177,160,201,194,201,194,177
6,346,171,281,188,294,239,359,222
7,290,61,215,193,272,225,347,94
8,173,202,138,229,150,245,185,218
9,213,219,199,283,311,309,326,245
10,144,200,70,319,112,345,186,226
11,168,228,118,338,164,359,214,249
12,185,12,116,24,148,202,218,189
13,18,92,3,163,158,194,172,123
14,254,9,190,12,196,135,259,132
15,183,214,183,249,215,249,215,214
16,74,187,74,238,172,238,172,187
17,295,195,212,200,215,242,297,238
18,282,160,216,168,220,203,287,195
19,207,244,172,280,223,331,258,295
