1,254,141,254,190,299,190,299,141
2,227,32,182,145,235,166,280,53
3,271,151,215,158,219,196,275,189
4,120,-2,64,29,142,171,198,140
5,172,182,158,232,192,242,207,192
6,189,172,182,185,199,194,206,181
7,19,132,9,194,133,214,143,152
8,244,164,241,232,394,240,397,172
9,189,233,126,251,163,387,226,369
10,244,179,205,217,305,317,344,279
11,173,48,135,78,198,157,235,127
12,149,193,98,260,131,284,181,218
13,148,121,114,151,159,201,193,171
14,242,198,184,208,202,313,261,302
15,154,139,-2,246,39,306,195,199
16,214,175,196,189,211,209,230,195
17,192,238,172,242,180,284,200,280
18,193,153,189,177,215,182,219,157
19,308,30,214,164,272,205,366,71
