1,185,113,175,180,213,186,224,119
2,219,-3,157,79,215,124,277,42
3,336,95,182,132,196,190,350,153
4,142,153,-2,257,35,307,178,203
5,180,171,172,183,190,196,198,184
6,200,193,170,226,239,288,269,255
7,229,146,222,188,294,200,301,157
8,157,235,118,368,174,384,213,251
9,159,110,151,153,181,158,189,115
10,227,197,227,261,379,261,379,197
11,232,185,195,188,198,216,234,213
12,176,183,158,236,185,245,203,192
13,66,139,61,190,171,200,175,149
14,100,23,51,69,163,191,212,145
15,217,200,167,224,230,358,280,334
16,179,233,151,255,170,281,199,260
17,179,185,159,189,162,200,181,195
