1,215,112,184,160,211,177,242,129
2,119,81,102,121,164,147,181,107
3,236,8,171,14,184,165,250,159
4,215,107,195,124,201,132,221,115
5,318,69,221,157,264,204,360,116
6,170,169,159,207,188,215,198,176
7,188,180,176,227,278,252,290,205
8,192,199,158,248,276,330,310,281
9,15,89,5,146,173,176,183,119
10,167,186,53,269,84,312,198,229
11,158,19,109,42,160,151,209,128
12,182,143,159,145,162,175,185,172
13,197,161,181,169,189,185,205,177
14,76,175,42,244,87,266,121,198
15,147,144,100,177,123,210,170,177
16,171,203,148,225,168,245,191,223
