1,201,76,162,107,224,184,262,153
2,250,56,217,176,271,191,304,71
3,335,59,262,183,323,220,397,96
4,145,24,88,55,170,205,228,174
6,41,166,32,229,162,248,171,184
7,172,161,26,284,74,341,220,218
8,181,225,119,287,152,319,213,257
9,223,274,157,284,177,422,243,413
10,222,273,204,274,207,310,225,309
11,277,214,238,254,337,353,376,313
12,274,235,214,243,230,359,289,351
13,278,194,269,264,422,283,431,213
14,292,173,292,223,329,223,329,173
15,303,178,239,186,244,228,308,220
16,192,219,187,275,231,279,236,222
17,221,180,218,209,243,212,245,183
18,238,208,225,227,250,245,263,226
19,219,206,214,222,231,227,236,211
21,195,151,144,174,169,233,221,211
