1,218,84,180,115,218,161,255,131
2,241,133,202,169,230,201,270,164
3,301,67,240,198,299,226,360,95
4,142,74,103,113,193,203,232,164
5,174,155,152,175,182,210,205,190
6,71,173,71,228,202,228,202,173
7,209,218,113,221,115,279,211,276
8,210,224,125,279,148,315,234,260
9,218,252,169,276,225,388,274,364
10,217,262,200,296,234,314,252,280
11,269,194,228,225,317,342,358,310
12,237,219,207,248,237,280,267,252
13,377,157,254,191,269,247,392,213
14,267,166,259,218,313,227,321,175
15,231,199,231,222,259,222,259,199
16,228,212,209,219,216,238,234,231
17,225,199,225,208,236,208,236,199
19,230,208,220,211,224,224,234,221
21,224,188,198,191,202,219,227,216
