1,236,81,192,93,216,180,261,167
2,265,42,223,165,283,185,325,62
3,351,56,280,176,343,213,414,94
4,140,10,86,52,189,183,242,141
6,45,146,25,207,155,249,175,187
7,186,175,12,258,46,329,219,246
8,171,232,121,282,155,316,205,266
9,229,274,160,278,168,429,237,425
10,232,255,206,297,223,307,249,265
11,273,230,245,281,363,347,391,296
12,278,232,212,244,236,375,302,363
13,293,190,293,262,450,262,450,190
14,318,172,301,220,322,227,339,179
15,310,160,244,196,268,240,334,203
16,216,208,179,258,213,284,251,234
17,232,167,219,205,247,215,260,177
18,235,208,235,246,270,246,270,208
19,216,206,216,224,234,224,234,206
21,195,143,144,166,172,229,223,206
