1,211,78,172,109,234,185,273,154
2,267,55,221,174,277,196,323,76
3,346,57,270,184,332,221,407,93
4,156,17,95,47,168,195,230,164
6,62,153,33,215,152,271,181,209
7,193,168,21,271,61,337,232,234
8,207,232,121,262,139,314,225,285
9,225,278,158,294,189,427,256,411
10,225,266,219,312,235,314,241,268
11,286,220,247,261,344,353,383,311
12,284,234,222,246,244,363,305,352
13,280,203,280,275,443,275,443,203
14,301,174,301,223,336,223,336,174
15,308,174,245,191,257,233,319,217
16,219,218,183,259,216,288,252,247
17,230,178,223,207,250,213,257,184
18,248,208,229,226,256,252,274,234
19,232,199,217,213,241,240,257,226
21,189,151,154,182,198,233,234,202
