1,203,80,165,110,228,189,265,159
2,257,64,212,177,265,198,310,85
3,338,62,244,196,302,237,396,103
4,150,30,94,61,172,203,228,172
6,49,164,39,226,163,246,173,184
7,184,171,28,278,69,338,225,231
8,179,225,128,292,161,316,211,250
9,219,265,156,283,193,419,256,401
10,222,270,202,274,210,316,230,312
11,274,211,235,249,335,349,374,311
12,272,230,214,240,232,345,291,334
13,274,196,271,264,424,272,427,204
14,284,173,284,222,329,222,329,173
15,301,183,245,190,249,228,305,221
16,202,214,188,264,222,274,237,224
17,223,185,219,209,245,214,249,189
18,244,207,226,221,241,241,260,227
19,219,204,212,217,229,226,236,213
21,178,153,144,183,189,233,223,203
