1,220,88,183,119,223,165,259,134
2,251,138,206,173,231,205,276,170
3,296,80,241,202,298,228,353,106
4,147,79,111,115,204,208,240,172
5,176,155,154,177,194,217,216,195
6,89,165,78,217,200,243,211,191
7,129,216,127,270,212,273,214,219
8,216,220,127,275,152,315,241,260
9,228,256,186,284,247,377,289,349
10,239,261,203,280,217,308,254,290
11,285,211,244,241,314,336,354,306
12,222,228,222,276,260,276,260,228
13,371,160,247,191,260,243,384,212
14,282,173,281,224,315,224,316,174
15,225,201,223,222,251,224,253,204
16,225,215,215,224,226,235,235,225
21,216,191,201,210,217,223,232,204
