1,221,91,185,124,229,173,265,140
2,249,156,211,183,230,209,268,182
3,314,94,121,260,161,306,354,141
4,166,117,142,157,216,201,240,161
5,160,168,152,186,208,211,216,194
6,102,182,102,231,211,231,211,182
7,163,217,161,263,218,265,219,219
8,153,245,129,294,178,318,202,268
9,222,232,182,254,245,366,284,343
10,230,258,198,280,219,310,251,288
11,283,209,242,239,311,334,352,304
12,250,221,221,224,225,264,254,262
13,340,161,242,200,260,245,358,206
15,239,203,226,214,236,227,250,216
16,232,217,219,221,221,228,234,224
21,211,200,211,220,230,220,230,200
