1,234,88,189,90,195,194,240,191
2,271,80,200,161,242,198,313,117
3,329,57,241,197,300,234,389,94
4,152,34,98,67,175,196,230,163
5,180,153,151,175,165,194,194,173
6,55,162,45,222,173,245,183,184
7,188,178,54,268,94,328,228,238
8,181,228,136,300,164,318,210,247
9,219,259,156,275,188,406,251,391
10,218,269,202,272,208,302,224,299
11,277,206,236,243,331,350,372,313
12,219,238,219,326,274,326,274,238
13,280,195,280,261,420,261,420,195
14,284,173,284,219,328,219,328,173
15,288,185,239,195,246,229,296,218
16,210,216,191,249,219,265,238,231
17,221,191,221,211,244,211,244,191
18,240,210,227,224,242,239,255,225
19,221,203,213,219,230,227,237,212
21,189,164,161,192,199,229,227,201
