1,224,79,180,97,221,197,264,179
2,258,90,201,171,243,201,300,121
3,316,55,238,200,299,233,377,88
4,139,33,91,74,188,187,235,146
5,174,150,151,179,177,201,201,172
6,53,165,51,227,185,233,188,171
7,191,178,51,269,89,327,229,236
8,189,217,134,296,163,316,218,238
9,216,252,154,268,190,409,252,393
10,223,267,209,271,221,312,236,308
11,274,204,232,239,324,348,366,313
12,235,234,207,292,266,320,294,262
13,410,173,278,189,285,253,418,238
14,311,161,274,198,294,218,331,181
15,262,184,232,211,256,238,286,211
16,222,215,198,236,217,260,242,239
17,222,194,222,209,240,209,240,194
18,230,217,230,231,247,231,247,217
19,223,203,217,218,233,224,239,210
21,204,169,173,187,198,229,228,211
