1,239,46,179,55,199,187,258,178
2,289,76,216,192,270,226,343,110
3,249,146,225,184,263,207,287,170
4,321,167,251,181,260,226,330,212
5,250,204,235,231,262,246,277,220
7,207,224,201,295,263,300,268,229
8,209,240,164,242,167,301,212,299
9,102,219,74,254,92,268,119,233
11,131,189,131,222,163,222,163,189
12,85,79,39,125,144,229,190,184
13,154,120,132,133,183,218,205,205
14,187,102,151,120,194,207,230,188
15,193,198,85,242,105,290,212,246
16,156,190,156,222,199,222,199,190
17,221,197,207,227,235,240,249,210
18,202,185,202,209,231,209,231,185
19,183,227,183,241,200,241,200,227
20,196,205,193,220,213,225,216,210
