1,218,77,174,86,194,187,238,178
2,246,135,202,166,226,200,270,169
3,262,146,223,208,251,226,290,164
4,268,170,249,210,296,232,315,192
5,236,194,217,221,258,249,276,222
7,212,218,198,243,236,265,250,240
8,195,215,149,276,185,302,231,241
9,110,215,106,244,159,252,163,223
10,168,202,155,223,182,240,195,218
11,138,187,129,217,164,227,172,196
12,108,119,77,157,175,235,205,197
13,149,116,127,136,177,195,199,176
14,186,173,186,208,212,208,212,173
15,211,187,208,211,224,213,227,189
16,198,203,192,217,216,226,222,213
