1,188,70,188,186,235,186,235,70
2,295,104,201,173,229,211,323,142
3,247,154,224,201,260,219,283,172
4,308,170,226,185,233,225,315,209
5,228,201,221,227,267,240,274,214
7,211,221,203,273,263,282,271,231
8,165,246,165,294,209,294,209,246
9,147,219,100,222,102,253,149,250
10,191,203,141,222,154,257,204,239
11,189,184,131,196,138,230,196,218
12,81,121,61,169,191,222,211,175
13,155,116,125,138,184,219,214,197
14,201,154,179,171,206,206,227,190
16,212,204,194,206,196,223,214,221
17,210,204,210,222,231,222,231,204
18,211,186,211,204,224,204,224,186
