1,182,79,182,193,223,193,223,79
2,251,150,207,191,227,213,271,171
3,271,136,203,174,221,207,289,169
4,265,165,247,196,288,220,306,189
5,230,191,224,211,269,223,274,204
6,226,198,215,216,258,242,269,224
7,212,216,196,262,239,277,256,231
8,196,223,151,258,177,291,222,256
9,182,210,107,227,114,255,189,237
10,197,196,175,211,191,232,212,217
11,132,189,132,220,184,220,184,189
12,124,124,93,155,165,226,196,195
13,144,111,125,134,196,196,216,173
14,205,185,192,198,206,212,219,199
16,220,199,205,208,212,220,226,211
