1,207,36,164,158,220,178,263,55
2,330,77,230,198,277,238,377,117
3,277,145,238,155,249,198,288,188
4,342,177,266,180,268,227,344,224
5,267,209,247,237,265,250,285,222
7,229,210,180,252,252,335,300,293
8,212,231,173,234,179,303,218,300
9,181,204,81,263,95,288,195,228
11,149,190,129,206,151,232,170,217
12,79,87,35,134,122,216,166,168
13,155,122,127,144,180,211,208,189
14,186,82,144,104,192,197,233,175
15,184,211,75,285,106,330,215,256
16,158,172,141,201,190,229,207,199
17,266,199,216,203,219,238,269,234
18,228,163,195,199,217,219,249,183
20,202,201,187,225,207,238,222,214
