1,204,47,166,171,217,187,254,62
2,291,82,208,188,254,223,337,117
3,249,151,224,190,261,213,286,174
4,326,176,237,184,241,227,330,219
5,247,204,234,227,262,244,276,221
7,211,226,198,296,270,310,283,240
8,192,238,158,281,192,308,226,266
9,100,229,83,271,103,279,120,237
11,133,191,133,229,164,229,164,191
12,92,86,49,128,153,232,196,190
13,159,123,134,137,178,218,204,204
14,195,118,160,130,187,209,221,197
15,198,220,97,240,106,288,208,268
16,183,190,162,210,185,233,206,213
17,231,199,201,217,214,238,244,220
18,218,183,194,196,204,215,228,202
19,196,227,183,234,187,243,200,236
