1,215,26,165,147,221,171,271,50
2,359,86,234,181,269,227,394,133
3,249,151,249,194,288,194,288,151
4,336,161,266,182,279,225,349,205
7,277,208,214,221,237,329,300,315
8,179,239,179,297,226,297,226,239
9,180,207,72,253,82,277,190,231
12,56,91,20,145,172,247,208,193
13,149,119,122,144,179,205,206,179
14,170,58,128,89,206,194,248,162
15,176,213,54,291,87,342,209,264
16,124,182,116,219,199,235,206,199
17,224,191,213,231,277,249,288,209
18,217,155,214,217,254,219,257,157
20,189,214,189,239,214,239,214,214
21,202,183,188,192,206,219,220,210
