1,207,27,161,148,219,170,266,50
2,343,79,223,200,264,241,385,121
3,277,142,218,161,231,204,291,186
4,340,165,270,177,277,226,348,214
7,274,209,212,221,233,332,295,320
8,178,233,178,299,224,299,224,233
9,183,209,75,254,84,275,192,231
12,62,83,23,135,131,213,169,161
13,156,119,129,138,179,207,205,188
14,179,67,138,87,190,198,232,178
15,182,214,63,283,91,330,210,261
16,181,166,127,191,147,234,201,209
17,218,200,218,242,279,242,279,200
18,231,152,199,197,224,215,257,171
20,188,210,188,232,217,232,217,210
21,205,188,193,198,211,219,223,209
