1,178,85,178,203,221,203,221,85
2,259,148,201,192,221,219,279,176
3,266,149,218,214,242,232,291,167
4,285,171,217,217,239,248,306,202
5,232,216,231,244,268,246,270,218
6,230,215,216,223,241,264,255,255
7,213,221,187,244,224,285,250,262
8,196,239,154,257,171,298,213,281
9,111,220,111,251,170,251,170,220
10,182,208,164,239,192,254,209,223
11,135,190,132,220,183,226,187,196
12,105,131,82,169,184,230,207,192
13,144,118,123,141,187,198,208,174
14,204,184,187,192,198,217,216,209
16,200,211,200,223,220,223,220,211
