1,223,103,203,200,225,204,245,107
2,129,44,81,88,188,204,236,160
3,153,162,125,180,191,281,219,263
4,172,79,172,198,226,198,226,79
5,25,150,25,201,133,201,133,150
6,179,202,29,243,43,294,193,253
7,193,272,125,282,148,426,216,416
8,158,228,87,280,115,317,185,265
9,232,229,186,263,283,396,329,363
10,261,254,220,266,231,306,273,294
11,355,167,248,221,277,278,383,224
13,326,72,187,178,225,228,364,122
14,200,192,176,213,195,234,219,214
15,254,212,196,225,204,259,261,246
16,164,181,134,201,158,239,189,219
17,186,223,165,238,171,248,193,232
