1,226,97,207,195,236,201,255,102
2,160,50,93,70,135,217,203,197
3,166,160,133,178,198,298,231,281
4,222,51,160,55,170,197,232,193
5,30,126,14,176,135,216,151,166
6,178,179,29,235,48,284,196,228
7,196,282,124,285,132,434,204,430
8,138,203,60,278,98,318,176,243
9,239,241,192,288,317,413,364,366
10,261,249,219,272,244,316,285,292
11,368,171,277,224,311,282,402,228
13,325,69,208,193,256,239,373,114
14,205,186,183,226,210,240,231,201
15,276,211,205,227,213,260,283,245
16,140,189,140,226,192,226,192,189
17,194,224,168,239,177,252,202,237
