1,220,103,202,204,224,208,242,107
2,118,48,73,95,190,208,235,161
3,152,161,125,180,192,275,219,257
4,176,79,158,197,210,204,227,86
5,29,147,18,194,137,222,149,175
6,170,201,30,247,47,296,186,250
7,192,265,125,275,149,429,215,419
8,160,224,91,282,118,315,187,256
9,230,233,184,266,279,398,325,364
10,259,240,214,249,226,306,271,296
11,351,169,249,224,279,280,381,226
12,237,219,234,250,254,252,257,221
13,320,70,197,192,241,236,364,114
14,210,196,178,210,187,230,219,216
15,241,214,191,224,198,258,248,247
16,177,192,140,200,148,235,184,227
17,188,222,171,238,179,246,195,229
