1,204,102,203,204,232,204,233,102
2,110,57,68,107,189,209,231,160
3,155,162,126,178,181,275,210,258
4,165,95,165,209,217,209,217,95
5,35,156,22,202,142,235,155,189
6,174,203,33,246,47,294,188,252
7,188,263,122,276,152,427,218,414
8,158,223,97,278,125,309,186,254
9,215,234,167,267,263,405,311,371
10,214,245,197,282,261,310,278,273
11,346,172,251,226,281,281,377,227
12,234,219,232,248,254,250,256,220
13,318,76,200,195,243,238,361,119
14,215,201,179,213,186,231,221,219
15,200,211,194,242,238,250,244,220
16,147,200,147,227,184,227,184,200
17,195,224,171,234,175,245,200,234
