1,196,110,165,152,208,184,239,142
2,103,109,88,166,171,188,186,131
3,133,174,133,204,169,204,169,174
4,190,163,160,191,194,226,223,198
5,168,196,53,222,60,253,175,227
6,168,229,45,246,50,283,173,266
7,137,241,131,390,188,392,193,243
8,169,222,142,250,160,268,188,241
9,206,244,163,256,191,358,234,345
10,211,237,181,267,240,326,270,296
11,303,194,207,221,220,267,316,239
12,249,220,204,221,205,252,250,250
13,296,146,186,180,201,228,311,194
15,198,221,184,236,198,250,213,236
16,180,215,171,228,188,242,198,230
