1,349,131,248,132,249,183,350,182
2,304,41,206,140,247,181,345,82
3,222,91,207,175,233,179,248,96
4,185,62,185,174,224,174,224,62
5,143,22,98,70,191,158,237,109
6,38,103,23,155,181,202,196,150
7,79,162,79,199,148,199,148,162
8,149,172,149,184,172,184,172,172
9,201,193,139,213,191,372,253,352
10,206,188,172,211,222,284,256,261
12,234,186,225,203,259,220,267,203
15,185,160,122,204,145,237,208,193
16,202,163,202,191,252,191,252,163
18,225,166,194,210,309,290,339,246
27,185,150,170,166,196,192,212,177
