1,341,126,229,136,233,186,346,176
2,305,48,198,135,233,177,340,91
3,218,92,205,177,232,181,245,96
4,222,86,189,89,196,178,230,175
5,138,30,95,79,192,164,235,115
6,47,111,35,160,195,198,207,148
7,83,170,83,206,154,206,154,170
8,150,173,147,186,166,189,168,176
9,204,189,144,208,194,359,254,339
10,197,189,197,279,234,279,234,189
12,257,192,235,203,240,212,262,201
13,213,173,193,213,301,267,321,227
15,155,176,146,212,193,224,202,188
16,203,166,203,190,238,190,238,166
27,189,159,180,174,201,188,211,173
